year	record	artist	gender	lyrics
1973	"American Pie"	Don McLean	Male	A long, long time ago I can still remember How that music used to make me smile And I knew if I had my chance That I could make those people dance And maybe they'd be happy for a while But February made me shiver With every paper I'd deliver Bad news on the doorstep I couldn't take one more step I can't remember if I cried When I read about his widowed bride But something touched me deep inside The day the music died  So bye-bye, Miss American Pie Drove my Chevy to the levee, but the levee was dry And them good old boys were drinkin' whiskey 'n rye Singin', "This'll be the day that I die" "This'll be the day that I die"  Did you write the book of love And do you have faith in God above If the Bible tells you so? Now do you believe in rock 'n roll Can music save your mortal soul? And can you teach me how to dance real slow? Well, I know that you're in love with him 'Cause I saw you dancin' in the gym You both kicked off your shoes Man, I dig those rhythm and blues I was a lonely teenage broncin' buck With a pink carnation and a pickup truck But I knew I was out of luck The day the music died I started singin', "Bye-bye, Miss American Pie" Drove my Chevy to the levee, but the levee was dry Them good old boys were drinkin' whiskey 'n rye And singin', "This'll be the day that I die" "This'll be the day that I die"  Now, for ten years we've been on our own And moss grows fat on a rollin' stone But that's not how it used to be When the jester sang for the king and queen In a coat he borrowed from James Dean And a voice that came from you and me Oh, and while the king was looking down The jester stole his thorny crown The courtroom was adjourned No verdict was returned And while Lennon read a book on Marx The quartet practiced in the park And we sang dirges in the dark The day the music died  We were singin', "Bye-bye, Miss American Pie" Drove my Chevy to the levee, but the levee was dry Them good old boys were drinkin' whiskey 'n rye And singin', "This'll be the day that I die" "This'll be the day that I die" Helter skelter in a summer swelter The birds flew off with a fallout shelter Eight miles high and fallin' fast It landed foul on the grass The players tried for a forward pass With the jester on the sidelines in a cast Now, the half-time air was sweet perfume While the sergeants played a marching tune We all got up to dance Oh, but we never got the chance 'Cause the players tried to take the field The marching band refused to yield Do you recall what was revealed The day the music died?  We started singin', "Bye-bye, Miss American Pie" Drove my Chevy to the levee, but the levee was dry Them good old boys were drinkin' whiskey 'n rye And singin', "This'll be the day that I die" "This'll be the day that I die"  Oh, and there we were, all in one place A generation lost in space With no time left to start again So come on, Jack be nimble, Jack be quick Jack Flash sat on a candlestick 'Cause fire is the devil's only friend Oh, and as I watched him on the stage My hands were clenched in fists of rage No angel born in hell Could break that Satan's spell And as the flames climbed high into the night To light the sacrificial rite I saw Satan laughing with delight The day the music died He was singin', "Bye-bye Miss American Pie" Drove my Chevy to the levee, but the levee was dry Them good old boys were drinkin' whiskey 'n rye And singin', "This'll be the day that I die" "This'll be the day that I die..."  I met a girl who sang the blues And I asked her for some happy news But she just smiled and turned away I went down to the sacred store Where I'd heard the music years before But the man there said the music wouldn't play And in the streets, the children screamed The lovers cried and the poets dreamed But not a word was spoken The church bells all were broken And the three men I admire most The Father, Son, and the Holy Ghost They caught the last train for the coast The day the music died And there I stood alone and afraid I dropped to my knees and there I prayed And I promised Him everything I could give If only He would make the music live And He promised it would live once more But this time one would equal four And in five years four had come to mourn And the music was reborn  And they were singin', "Bye-bye Miss American Pie" Drove my Chevy to the levee but the levee was dry And them good old boys were drinkin' whiskey 'n rye Singin', "This'll be the day that I die" "This'll be the day that I die"  They were singin', "Bye-bye Miss American Pie" Drove my Chevy to the levee but the levee was dry Them good old boys were drinkin' whiskey 'n rye Singin', "This'll be the day that I die..."
1973	"Song Sung Blue"	Neil Diamond	Male	Song sung blue, every garden grows one Me and you are subject to The blues now and then But when you take the blues And make a song You sing 'em out again You sing 'em out again Song sung blue, weeping like a willow Song sung blue, sleeping on my pillow Funny thing But you can sing it with a cry in your voice And before you know it get to feeling good You simply got no choice Me and you are subject to The blues now and then But when you take the blues And make a song You sing 'em out again Song sung blue, weeping like a willow Song sung blue, sleeping on my pillow Funny thing But you can sing it with a cry in your voice And before you know it start to feeling good You simply got no choice Song sung blue Song sung blue Funny thing But you can sing it with a cry in your voice
1973	"Without You"	Harry Nilsson	Male	[]
1974	"Killing Me Softly with His Song"	Roberta Flack	Female	Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song  I heard he sang a good song I heard he had a style And so I came to see him To listen for a while And there he was this young boy A stranger to my eyes  Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song  I felt all flushed with fever Embarrassed by the crowd I felt he found my letters And read each one out loud I prayed that he would finish But he just kept right on Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song  He sang as if he knew me In all my dark despair And then he looked right through me As if I wasn't there And he just kept on singing Singing clear and strong  Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly with his song  Ohhhh ohhhh ohhhh Ohh ohh ohh ohh ohh ohh ohh La la la, la la la Ohh ohh ohh, ohh ohh ohh La ahh ahhhhhh haaaaaaaaaaaaaa Ha ahh ahh, ahh ahh ahh ahh Strumming my pain with his fingers Singing my life with his words Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me (softly)  He was strumming my pain Yeah, he was singing my life Killing me softly with his song Killing me softly with his song Telling my whole life with his words Killing me softly With his song
1974	"Bad, Bad Leroy Brown"	Jim Croce	Male	Is the baddest part of town And if you go down there You better just beware Of a man named Leroy Brown Now Leroy more than trouble You see he stand 'bout six foot four All the downtown ladies call him "Treetop Lover" All the men just call him "Sir" And he's bad, bad Leroy Brown The baddest man in the whole damn town Badder than old King Kong Meaner than a junkyard dog Now Leroy he a gambler And he like his fancy clothes And he like to wave his diamond rings In front of everybody's nose He got a custom Continental He got an Eldorado too He got a  gun in his pocket for fun He got a razor in his shoe And he's bad, bad Leroy Brown The baddest man in the whole damn town Badder than old King Kong Meaner than a junkyard dog Well Friday bout a week ago Leroy shootin' dice And at the edge of the bar Sat a girl named Doris And ooh that girl looked nice Well he cast his eyes upon her And the trouble soon began Leroy Brown he learned a lesson 'Bout messin' with the wife of a jealous man And he's bad, bad Leroy Brown The baddest man in the whole damn town Badder than old King Kong Meaner than a junkyard dog Well the two men took to fightin' And when they pulled them from the floor Leroy looked like a jigsaw puzzle With a couple of pieces gone And he's bad, bad Leroy Brown The baddest man in the whole damn town Badder than old King Kong Meaner than a junkyard dog And he’s bad, bad Leroy Brown The baddest man in the whole damn town Badder than old King Kong Meaner than a junkyard dog Badder than old King Kong Meaner than a junkyard dog
1974	"Behind Closed Doors"	Charlie Rich	Male	Lord, don't she make me proud She never makes a scene By hangin' all over me in a crowd 'Cause people like to talk Lord, don't they love to talk But when they turn out the lights I know she'll be leavin' with me And when we get behind closed doors Then she lets her hair hang down And she makes me glad that I'm a man Oh, no one knows what goes on behind closed doors My baby makes me smile Lord, don't she make me smile She's never far away Or too tired to say "I want you" She's always a lady Just like a lady should be But when they turn out the lights She's still a baby to me 'Cause when we get behind closed doors Then she lets her hair hang down And she makes me glad I'm a man Oh, no one knows what goes on behind closed doors Behind closed doors
1974	"You Are the Sunshine of My Life"	Stevie Wonder	Male	You are the sunshine of my life That's why I'll always be around You are the apple of my eye Forever you'll stay in my heart  I feel like this is the beginning Though I've loved you for a million years And if I thought our love was ending I'd find myself drowning in my own tears  You are the sunshine of my life, yeah That's why I'll always stay around, mmm-mmm, yeah-yeah You are the apple of my eye Forever you'll stay in my heart  You must have known that I was lonely Because you came to my rescue And I know that this must be heaven How could so much love be inside of you?  You are the sunshine of my life, yeah That's why I'll always stay around, mmm (Baby) You are the apple of my eye Forever you'll stay in my heart
1974	"You're So Vain"	Carly Simon	Female	Son of a gun  You walked into the party Like you were walking onto a yacht Your hat strategically dipped below one eye Your scarf it was apricot You had one eye in the mirror As you watched yourself gavotte And all the girls dreamed that they'd be your partner They'd be your partner  You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you?  You had me several years ago When I was still quite naive Well, you said that we made such a pretty pair And that you would never leave But you gave away the things you loved And one of them was me I had some dreams they were clouds in my coffee Clouds in my coffee, and You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you?  I had some dreams they were clouds in my coffee Clouds in my coffee, and  You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you?  Well, I hear you went up to Saratoga And your horse naturally won Then you flew your Learjet up to Nova Scotia To see the total eclipse of the sun Well, you're where you should be all the time And when you're not, you're with Some underworld spy or the wife of a close friend Wife of a close friend, and You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you? You're so vain You probably think this song is about you You're so vain You probably think this song is about you You're so vain
1975	"I Honestly Love You"	Olivia Newton-John	Female	Maybe I hang around here A little more than I should We both know I got somewhere else to go  But I got something to tell you That I never thought I would But I believe you really ought to know  I love you I honestly love you  You don't have to answer I see it in your eyes Maybe it was better left unsaid  This is pure and simple And you must realise That it's coming from my heart And not my head  I love you I honestly love you I'm not trying to make you feel uncomfortable I'm not trying to make you anything at all  But this feeling doesn't come along Everyday And you shouldn't blow the chance When you've got the chance to say  I love you (I love you) I honestly love you  If we both were born in another place and time This moment might be ending in a kiss  But there you are with yours And here I am with mine So I guess we'll just be leaving it at this  I love you I honestly love you I honestly love you
1975	"Don't Let the Sun Go Down on Me"	Elton John	Male	I can't light no more of your darkness All my pictures seem to fade to black and white I'm growin' tired, and time stands still before me Frozen here on the ladder of my life  Too late to save myself from falling I took a chance and changed your way of life But you misread my meanin' when I met you Closed the door and left me blinded by the light  Don't let the sun go down on me Although I search myself, it's always someone else I see I'd just allow a fragment of your life to wander free But losin' everything is like the sun goin' down on me  I can't find, oh, the right romantic line But see me once and see the way I feel Don't discard me just because you think I mean you harm But these cuts I have, oh, they need love to help them heal  Don't let the sun go down on me Although I search myself, it's always someone else I see I'd just allow a fragment of your life to wander free But losin' everything is like the sun goin' down on me Don't let the sun go down on me Although I search myself, it's always someone else I see I'd just allow a fragment of your life to wander free, yeah But losin' everything is like the sun goin' down on me
